id,lastpage,study,vig1rep1,vig1rep2,vig1eve11,vig1eve12,vig1eve21,vig1eve22,vig1def1,vig1def2,vig1cha1,vig1cha2,vig1cha3,vig1com1,vig1com2,vig1com3,vig1qua1,vig1qua2,vig1qua3,vig2rep1,vig2rep2,vig2rep3,vig2rep4,vig2eve1,vig2eve2,vig2eve3,vig2eve4,vig2def1,vig2def2,vig2def3,vig2def4,vig2cha1,vig2cha2,vig2cha3,vig2cha4,vig2com1,vig2com2,vig2com3,vig2com4,vig2qua1,veg2qua2,vig2qua3,vig3rep1,vig3rep2,vig3eve1,vig3eve2,vig3def11,vig3def12,vig3def21,vig3def22,vig3cha1,vig3cha2,vig3cha3,vig3com11,vig3com12,vig3com13,vig3com21,vig3com22,vig3com23,vig3qua1,vig3qua2,vig3qua3,age,pol,gen,edu
2432,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2433,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2434,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2435,27,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,37,4,,,,,,,7,7,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,6,1,7
2437,37,1,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,4,3,13
2438,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2439,37,7,,,,,,,,,,,,,,,,,,7,1,1,1,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,63,4,1,3
2440,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2441,37,6,,,,,,,,,,,,7,7,7,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,6,3,5
2442,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2443,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2444,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2445,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2446,37,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,,21,5,3,3
2447,30,4,,,,,,,7,1,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2455,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,1,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,10,2,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,37,6,,,,,,,,,,,,1,7,7,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,6,3,6
2458,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2459,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2460,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2463,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2465,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2466,37,6,,,,,,,,,,,,7,7,5,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,5,1,8
2467,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,27,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2470,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2471,37,7,,,,,,,,,,,,,,,,,,7,6,6,7,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,23,8,1,11
2472,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2473,10,1,,,,,7,7,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2475,18,8,,,,,,,,,,,,,,,,,,,,,,5,4,5,3,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2476,27,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2479,8,12,,,,,,,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,37,5,,,,,,,7,7,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,5,3,6
2481,10,3,,,,,7,7,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,49,5,1,8
2483,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,28,4,1,5
2484,10,4,,,,,,,7,1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
2487,10,3,,,,,2,5,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,11,4,,,,,,,5,4,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,37,7,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,20,5,1,5
2490,37,7,,,,,,,,,,,,,,,,,,7,1,1,1,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,20,5,1,5
2491,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,7,7,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2492,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,3,7,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2493,28,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2494,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,37,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,4,N,N,Y,,,,,,,,,,,,,,,,,,,,,30,6,1,12
2496,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2497,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2498,10,3,,,,,7,1,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,1,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,60,7,1,14
2500,29,14,,,,,,,,,,,,,,,,,,,,,,7,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2501,37,2,,,,,7,7,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,5,3,8
2502,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2504,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,7,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2505,37,7,,,,,,,,,,,,,,,,,,7,3,3,3,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,37,3,1,7
2506,10,3,,,,,1,7,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2509,18,7,,,,,,,,,,,,,,,,,,7,1,1,6,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2511,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2512,37,15,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,,51,5,1,4
2513,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,7,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2514,18,8,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,37,5,,,,,,,7,7,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,7,3,14
2516,37,3,,,,,7,1,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3,3,11
2517,37,7,,,,,,,,,,,,,,,,,,7,1,1,1,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,20,6,3,5
2518,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2519,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2520,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,6,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,23,6,1,5
2521,10,3,,,,,6,3,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2523,30,12,,,,,,,,,,,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2524,28,12,,,,,,,,,,,,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2525,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2526,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,10,2,,,,,7,7,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,7,7,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,40,4,1,11
2530,37,1,,,,,7,2,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,3,3,5
2531,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2532,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,37,3,,,,,7,7,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3,1,6
2536,37,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,N,N,Y,,,,,,,,,,,,,,,,,,,,,29,5,1,9
2537,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,4,7,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
2538,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,18,8,,,,,,,,,,,,,,,,,,,,,,7,1,1,6,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,30,12,,,,,,,,,,,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2542,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,3,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2543,37,1,,,,,7,2,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,1,11
2544,30,6,,,,,,,,,,,,7,1,4,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,37,2,,,,,7,2,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4,1,6
2546,37,8,,,,,,,,,,,,,,,,,,,,,,5,5,5,4,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,26,7,1,11
2547,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,11,4,,,,,,,7,1,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,37,1,,,,,1,7,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,3,5
2550,10,2,,,,,7,1,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,27,6,1,6
2552,37,4,,,,,,,7,7,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,5,3,14
2553,37,1,,,,,7,1,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,5,3,14
2554,29,14,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2555,37,8,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,64,5,3,14
2556,37,5,,,,,,,7,7,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,8,1,11
2557,28,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2558,37,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,,54,6,3,7
2559,28,12,,,,,,,,,,,,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2560,18,7,,,,,,,,,,,,,,,,,,7,1,1,7,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,37,6,,,,,,,,,,,,7,7,7,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,4,1,10
2562,37,5,,,,,,,5,5,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,2,3,3
2563,27,14,,,,,,,,,,,,,,,,,,,,,,7,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,10,6,,,,,,,,,,,,1,7,1,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,37,5,3,9
2566,30,3,,,,,6,2,,,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,37,2,,,,,1,7,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,5,1,8
2568,29,14,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2569,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,53,5,3,7
2570,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,10,5,,,,,,,4,3,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,30,12,,,,,,,,,,,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2573,11,4,,,,,,,7,7,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,29,14,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2575,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,1,7,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2576,10,1,,,,,2,6,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,37,7,,,,,,,,,,,,,,,,,,1,7,7,7,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,23,4,3,5
2578,30,5,,,,,,,7,7,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,28,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
2580,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2581,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,37,4,,,,,,,7,3,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,5,1,5
2590,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2591,37,6,,,,,,,,,,,,7,7,7,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,5,3,14
2592,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,30,2,,,,,7,7,,,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2597,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,7,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,30,6,,,,,,,,,,,,4,4,7,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599,11,4,,,,,,,7,7,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,30,12,,,,,,,,,,,,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2601,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2602,10,3,,,,,1,7,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2604,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,4,7,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2605,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,37,3,,,,,5,2,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,5,1,14
2607,10,4,,,,,,,2,2,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2608,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,7,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2609,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2610,37,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,N,Y,,82,6,3,10
