id,lastpage,study,vig1rep1,vig1rep2,vig1eve11,vig1eve12,vig1eve21,vig1eve22,vig1def1,vig1def2,vig1cha1,vig1cha2,vig1cha3,vig1com1,vig1com2,vig1com3,vig1qua1,vig1qua2,vig1qua3,vig2rep1,vig2rep2,vig2rep3,vig2rep4,vig2eve1,vig2eve2,vig2eve3,vig2eve4,vig2def1,vig2def2,vig2def3,vig2def4,vig2cha1,vig2cha2,vig2cha3,vig2cha4,vig2com1,vig2com2,vig2com3,vig2com4,vig2qua1,veg2qua2,vig2qua3,vig3rep1,vig3rep2,vig3eve1,vig3eve2,vig3def11,vig3def12,vig3def21,vig3def22,vig3cha1,vig3cha2,vig3cha3,vig3com11,vig3com12,vig3com13,vig3com21,vig3com22,vig3com23,vig3qua1,vig3qua2,vig3qua3,age,pol,gen,edu
2252,27,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,37,2,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,5,3,3
2255,30,8,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
2256,37,5,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,3,4
2257,11,6,,,,,,,,,,,,6,2,5,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,18,8,,,,,,,,,,,,,,,,,,,,,,7,1,1,7,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2261,37,6,,,,,,,,,,,,7,7,7,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,3,5
2262,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,46,6,3,12
2264,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2265,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,45,7,3,7
2266,18,7,,,,,,,,,,,,,,,,,,7,1,1,7,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,28,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2268,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2269,27,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2271,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2272,27,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2274,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2275,29,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2276,18,8,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,10,3,,,,,1,7,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,30,3,,,,,1,7,,,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2280,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4,5,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
2281,10,3,,,,,7,1,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,30,5,,,,,,,,,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,18,8,,,,,,,,,,,,,,,,,,,,,,7,3,3,7,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2285,37,1,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,6,3,12
2286,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2287,18,7,,,,,,,,,,,,,,,,,,3,3,2,6,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2289,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,28,3,3,10
2292,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2293,37,3,,,,,7,7,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,6,1,7
2294,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,37,8,,,,,,,,,,,,,,,,,,,,,,7,1,1,7,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,34,8,3,7
2296,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,30,1,,,,,,,,,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,37,6,,,,,,,,,,,,4,4,4,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,6,1,4
2299,37,7,,,,,,,,,,,,,,,,,,7,1,2,5,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,69,4,3,5
2300,10,2,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2302,18,7,,,,,,,,,,,,,,,,,,7,2,2,7,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,37,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,,29,5,3,11
2305,37,8,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,55,3,1,7
2306,37,3,,,,,6,1,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,4,3,6
2307,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2308,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2309,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2310,10,3,,,,,4,7,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2313,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2314,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2315,37,1,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,8,3,7
2316,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2318,18,8,,,,,,,,,,,,,,,,,,,,,,7,1,1,7,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,29,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2320,37,7,,,,,,,,,,,,,,,,,,7,1,1,7,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,55,5,1,5
2321,10,6,,,,,,,,,,,,3,4,4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,10,3,,,,,7,1,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,27,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,10,5,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2327,37,8,,,,,,,,,,,,,,,,,,,,,,4,4,4,7,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,18,4,1,2
2328,37,4,,,,,,,7,1,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3,1,6
2329,17,8,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2331,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2332,37,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,N,N,Y,,,,,,,,,,,,,,,,,,,,,66,5,3,6
2333,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2334,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5,5,,,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
2335,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2336,37,1,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9,1,11
2337,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,36,5,3,5
2338,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2339,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2340,18,7,,,,,,,,,,,,,,,,,,7,1,1,1,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,37,7,,,,,,,,,,,,,,,,,,7,6,6,6,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,50,4,1,7
2342,28,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2343,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2344,37,2,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,5,3,3
2345,18,7,,,,,,,,,,,,,,,,,,7,1,1,7,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,37,1,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,5,1,10
2347,10,4,,,,,,,2,6,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2350,18,7,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2353,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2354,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2355,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2358,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2359,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2361,28,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2362,37,3,,,,,4,4,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,5,3,7
2363,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2364,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,1,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2367,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,39,1,3,11
2368,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,37,5,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,4,3,6
2370,37,3,,,,,3,7,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,7,3,10
2371,29,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2372,37,3,,,,,7,1,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,6,3,9
2373,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,10,3,,,,,6,3,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,10,1,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2377,10,5,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,29,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2380,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,30,6,,,,,,,,,,,,7,7,7,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2383,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2384,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2385,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
2387,37,2,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,5,3,14
2388,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2389,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2390,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,7,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,30,6,,,,,,,,,,,,1,6,7,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2393,10,4,,,,,,,7,3,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,28,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2395,37,5,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,2,1,14
2396,37,6,,,,,,,,,,,,7,7,7,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3,1,5
2397,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2398,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,4,4,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,36,6,1,12
2399,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2402,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2403,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2404,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,29,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2407,37,2,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,8,3,3
2408,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,1,7,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,34,6,3,14
2410,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,4,3,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,18,3,1,2
2411,10,1,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,37,5,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,6,1,8
2413,37,2,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,7,3,2
2414,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,37,3,,,,,6,3,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,5,1,7
2416,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2417,37,2,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,5,1,8
2418,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2419,30,3,,,,,7,1,,,,,,,,,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2420,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
2422,37,4,,,,,,,7,7,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,5,3,9
2423,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2424,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,63,3,3,5
2425,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,1,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2426,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,37,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,,59,5,1,7
2428,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,37,6,,,,,,,,,,,,7,7,7,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3,3,8
2430,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,
2431,18,7,,,,,,,,,,,,,,,,,,7,1,1,7,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
